x,y,z,intensity,r,g,b
-20.536,-95.437,-1.056,-1304,30,32,31
-20.555,-95.43,-1.046,-1321,22,28,28
-20.535,-95.436,-1.045,-1324,24,30,28
-20.554,-95.428,-1.021,-1322,18,27,26
-20.722,-95.373,-1.047,-1398,57,66,63
-20.722,-95.375,-1.022,-1411,55,57,56
-20.404,-95.477,-1.099,-1357,16,21,25
-20.386,-95.482,-1.101,-1353,18,22,23
-20.404,-95.476,-1.162,-1294,21,24,31
-20.386,-95.484,-1.158,-1344,23,27,30
-20.404,-95.477,-1.141,-1312,17,21,30
-20.385,-95.481,-1.135,-1350,18,23,26
-20.348,-95.497,-1.181,-1347,28,33,36
-20.347,-95.493,-1.156,-1363,23,28,31
-20.367,-95.489,-1.137,-1353,20,24,23
-20.348,-95.494,-1.133,-1349,19,23,22
-20.404,-95.479,-1.078,-1332,18,21,26
-20.404,-95.476,-1.057,-1368,18,21,26
-20.386,-95.485,-1.045,-1521,24,22,25
-20.403,-95.472,-1.004,-1329,24,29,33
-20.386,-95.484,-1.0,-1329,21,19,22
-20.368,-95.492,-1.124,-1340,20,24,23
-20.367,-95.489,-1.1,-1347,17,21,20
-20.347,-95.493,-1.097,-1450,19,21,20
-20.329,-95.499,-1.08,-1353,21,20,25
-20.348,-95.495,-1.062,-1316,23,19,20
-20.367,-95.486,-1.04,-1324,24,20,19
-20.348,-95.497,-1.038,-1327,23,17,19
-20.368,-95.494,-1.017,-1540,24,18,20
-20.348,-95.495,-1.026,-1345,23,17,19
-20.311,-95.509,-0.85,-1332,38,37,42
-20.31,-95.506,-0.826,-1329,49,52,57
-20.33,-95.501,-0.851,-1321,42,41,47
-20.311,-95.508,-0.996,-1329,18,17,22
-20.33,-95.503,-0.959,-1353,19,20,24
-20.33,-95.502,-0.948,-1330,20,19,24
-20.31,-95.504,-0.983,-1347,19,18,23
-20.33,-95.502,-0.923,-1342,21,20,25
-20.311,-95.509,-0.899,-1373,25,23,28
-20.329,-95.5,-0.827,-1329,53,56,61
-20.329,-95.501,-0.803,-1317,39,44,48
-20.329,-95.501,-0.791,-1332,24,32,35
-20.311,-95.509,-0.801,-1345,22,30,33
-20.311,-95.509,-0.789,-1316,22,30,33
-20.311,-95.506,-0.764,-1496,22,27,31
-20.221,-95.552,-0.821,-1694,25,26,28
-20.312,-95.512,-0.607,-1337,24,23,28
-20.311,-95.508,-0.728,-1326,27,28,33
-20.33,-95.501,-0.742,-1321,28,28,36
-20.331,-95.506,-0.67,-1401,36,35,40
-20.33,-95.505,-0.645,-1332,31,30,35
-20.33,-95.501,-0.633,-1301,25,24,29
-20.311,-95.508,-0.668,-1332,38,37,42
-20.312,-95.512,-0.656,-1334,31,30,35
-20.311,-95.506,-0.631,-1321,25,23,28
-20.311,-95.506,-0.595,-1322,22,23,27
-20.33,-95.502,-0.609,-1358,25,24,30
-20.33,-95.504,-0.573,-1565,24,25,30
-20.311,-95.507,-0.57,-1334,23,24,28
-20.722,-95.371,-0.85,-1281,134,103,109
-20.722,-95.371,-0.825,-1275,102,117,124
-20.648,-95.402,-0.976,-1334,31,36,40
-20.704,-95.385,-0.96,-1312,48,60,60
-20.703,-95.38,-0.949,-1380,48,60,60
-20.668,-95.4,-0.987,-1327,42,37,41
-20.686,-95.39,-0.977,-1327,58,53,59
-20.687,-95.391,-0.964,-1360,49,59,61
-20.667,-95.398,-0.962,-1332,32,42,44
-20.686,-95.387,-0.939,-1330,24,30,20
-20.648,-95.401,-0.964,-1334,31,36,40
-20.648,-95.402,-0.938,-1334,38,42,43
-20.703,-95.38,-0.924,-1298,27,29,24
-20.704,-95.385,-0.9,-1378,22,20,25
-20.649,-95.402,-0.925,-1339,28,26,27
-20.63,-95.41,-0.92,-1293,42,35,43
-20.686,-95.386,-0.927,-1311,33,35,24
-20.667,-95.396,-0.937,-1339,22,29,21
-20.666,-95.393,-0.925,-1339,27,30,23
-20.629,-95.406,-0.908,-1324,31,19,31
-20.687,-95.391,-0.902,-1340,31,29,32
-20.667,-95.394,-0.9,-1334,28,28,30
-20.648,-95.402,-0.901,-1337,22,15,23
-20.554,-95.429,-0.997,-1345,21,25,26
-20.516,-95.44,-0.978,-1326,26,24,25
-20.536,-95.438,-0.983,-1349,26,24,25
-20.517,-95.444,-0.941,-1398,44,35,36
-20.593,-95.423,-0.997,-1385,22,25,34
-20.613,-95.421,-0.982,-1429,27,24,33
-20.611,-95.413,-0.959,-1357,31,23,36
-20.611,-95.413,-0.946,-1330,41,33,48
-20.593,-95.422,-0.962,-1389,31,20,34
-20.574,-95.426,-0.941,-1303,27,26,31
-20.555,-95.431,-0.986,-1319,25,25,27
-20.536,-95.437,-0.995,-1306,23,25,24
-20.535,-95.435,-0.959,-1326,28,19,22
-20.517,-95.444,-0.904,-1337,39,33,45
-20.536,-95.44,-0.899,-1316,43,35,46
-20.592,-95.419,-0.937,-1319,27,25,36
-20.611,-95.415,-0.923,-1330,44,36,49
-20.592,-95.42,-0.926,-1337,31,32,37
-20.573,-95.424,-0.929,-1319,28,32,33
-20.612,-95.421,-0.9,-1658,41,29,33
-20.591,-95.416,-0.902,-1409,43,40,35
-20.554,-95.428,-0.9,-1342,50,43,50
-20.722,-95.371,-0.923,-1257,30,42,42
-20.686,-95.386,-0.829,-1394,87,106,113
-20.704,-95.384,-0.827,-1303,129,148,155
-20.704,-95.385,-0.753,-1345,34,38,41
-20.703,-95.38,-0.765,-1326,45,54,53
-20.667,-95.393,-0.802,-1334,46,55,72
-20.686,-95.386,-0.792,-1337,27,52,49
-20.667,-95.395,-0.79,-1312,34,37,46
-20.686,-95.387,-0.766,-1317,29,41,41
-20.666,-95.392,-0.765,-1327,36,41,47
-20.667,-95.397,-0.753,-1322,35,39,48
-20.536,-95.437,-0.851,-1319,118,93,89
-20.517,-95.443,-0.843,-1306,131,119,121
-20.517,-95.441,-0.831,-1316,131,119,121
-20.574,-95.425,-0.845,-1327,116,87,69
-20.591,-95.415,-0.841,-1332,143,125,113
-20.592,-95.419,-0.83,-1304,104,114,116
-20.574,-95.429,-0.821,-1344,122,137,140
-20.555,-95.433,-0.84,-1321,130,120,118
-20.555,-95.432,-0.827,-1308,122,144,155
-20.536,-95.436,-0.826,-1330,142,161,176
-20.517,-95.443,-0.807,-1326,101,129,150
-20.516,-95.44,-0.781,-1324,31,43,57
-20.536,-95.439,-0.765,-1334,33,37,38
-20.517,-95.44,-0.769,-1330,33,37,38
-20.592,-95.418,-0.806,-1327,69,89,98
-20.574,-95.426,-0.785,-1332,22,37,44
-20.574,-95.425,-0.773,-1352,22,37,44
-20.555,-95.429,-0.803,-1342,93,129,145
-20.535,-95.433,-0.802,-1327,55,88,107
-20.555,-95.43,-0.791,-1339,26,54,68
-20.536,-95.437,-0.79,-1340,33,58,78
-20.555,-95.429,-0.766,-1317,34,41,34
-20.554,-95.428,-0.754,-1485,28,29,21
-20.536,-95.437,-0.753,-1334,35,34,30
-20.722,-95.373,-0.8,-1249,35,55,54
-20.721,-95.37,-0.764,-1319,38,36,39
-20.721,-95.367,-0.752,-1367,52,43,48
-20.722,-95.372,-0.616,-1249,43,33,44
-20.686,-95.387,-0.742,-1334,28,35,45
-20.704,-95.386,-0.729,-1291,24,27,34
-20.703,-95.378,-0.692,-1340,29,30,34
-20.686,-95.387,-0.73,-1319,28,35,45
-20.667,-95.397,-0.728,-1316,30,29,43
-20.686,-95.387,-0.705,-1344,24,24,36
-20.687,-95.392,-0.693,-1339,24,22,33
-20.666,-95.391,-0.703,-1334,29,21,42
-20.667,-95.393,-0.691,-1322,29,22,40
-20.648,-95.401,-0.69,-1340,32,21,37
-20.704,-95.383,-0.668,-1332,26,34,36
-20.723,-95.375,-0.629,-1262,33,32,38
-20.704,-95.383,-0.632,-1371,33,34,39
-20.649,-95.403,-0.664,-1334,28,24,25
-20.686,-95.387,-0.668,-1321,17,22,26
-20.667,-95.395,-0.666,-1275,26,24,29
-20.687,-95.39,-0.655,-1345,17,22,26
-20.649,-95.403,-0.652,-1326,31,28,23
-20.535,-95.433,-0.705,-1342,41,35,35
-20.592,-95.417,-0.746,-1332,29,32,37
-20.592,-95.418,-0.733,-1322,27,31,34
-20.573,-95.423,-0.725,-1329,24,30,28
-20.592,-95.42,-0.709,-1329,28,39,31
-20.574,-95.425,-0.713,-1316,28,38,30
-20.554,-95.428,-0.693,-1388,43,39,40
-20.536,-95.436,-0.693,-1326,41,36,33
-20.517,-95.441,-0.684,-1337,44,34,32
-20.516,-95.439,-0.672,-1335,44,34,32
-20.517,-95.442,-0.647,-1324,49,41,39
-20.517,-95.44,-0.634,-1329,48,43,40
-20.592,-95.421,-0.686,-1427,30,41,33
-20.573,-95.421,-0.665,-1332,38,41,46
-20.592,-95.42,-0.65,-1327,36,35,43
-20.574,-95.425,-0.653,-1294,30,34,43
-20.573,-95.423,-0.629,-1311,22,29,39
-20.592,-95.418,-0.626,-1362,23,28,34
-20.555,-95.429,-0.668,-1324,36,44,46
-20.535,-95.432,-0.669,-1360,45,41,40
-20.555,-95.429,-0.656,-1326,36,44,46
-20.535,-95.433,-0.645,-1330,40,39,37
-20.555,-95.432,-0.632,-1312,23,33,35
-20.536,-95.437,-0.633,-1319,38,36,37
-20.74,-95.366,-0.745,-1540,48,45,62
-20.721,-95.37,-0.727,-1342,29,23,27
-20.722,-95.373,-0.703,-1326,34,32,33
-20.722,-95.372,-0.69,-1283,26,28,25
-20.685,-95.385,-0.605,-1311,33,30,39
-20.704,-95.382,-0.608,-1353,41,31,42
-20.703,-95.379,-0.595,-1296,41,33,44
-20.63,-95.41,-0.607,-1403,41,37,34
-20.629,-95.408,-0.572,-1362,32,31,37
-20.666,-95.392,-0.592,-1363,38,49,53
-20.648,-95.398,-0.578,-1360,24,31,39
-20.703,-95.379,-0.558,-1353,44,41,48
-20.649,-95.402,-0.552,-1334,39,46,54
-20.63,-95.409,-0.549,-1308,39,36,45
-20.686,-95.386,-0.555,-1326,39,50,54
-20.667,-95.395,-0.554,-1332,30,50,57
-20.555,-95.43,-0.607,-1309,28,28,36
-20.517,-95.441,-0.61,-1314,29,30,25
-20.517,-95.441,-0.585,-1308,26,25,21
-20.516,-95.438,-0.573,-1335,36,33,28
-20.592,-95.418,-0.613,-1329,23,28,34
-20.611,-95.412,-0.609,-1314,25,25,27
-20.574,-95.425,-0.605,-1329,18,27,34
-20.572,-95.419,-0.593,-1342,20,25,29
-20.593,-95.424,-0.59,-1324,18,23,26
-20.573,-95.424,-0.569,-1350,23,24,26
-20.555,-95.43,-0.595,-1340,27,26,32
-20.535,-95.434,-0.609,-1350,27,27,27
-20.535,-95.435,-0.597,-1294,27,27,27
-20.554,-95.428,-0.57,-1312,22,19,26
-20.536,-95.437,-0.573,-1321,29,25,24
-20.517,-95.441,-0.548,-1340,36,23,17
-20.574,-95.425,-0.557,-1539,30,26,27
-20.61,-95.409,-0.551,-1322,50,35,40
-20.556,-95.433,-0.559,-1337,24,19,23
-20.535,-95.434,-0.548,-1319,36,26,24
-20.721,-95.37,-0.591,-1229,62,41,58
-20.404,-95.476,-0.802,-1329,34,43,52
-20.405,-95.48,-0.791,-1332,34,43,52
-20.404,-95.477,-0.983,-1322,25,30,36
-20.385,-95.481,-0.978,-1353,21,20,25
-20.404,-95.477,-0.961,-1311,22,29,35
-20.386,-95.484,-0.967,-1316,23,24,28
-20.404,-95.477,-0.94,-1339,14,21,27
-20.386,-95.483,-0.945,-1311,26,30,31
-20.386,-95.482,-0.922,-1337,26,27,29
-20.404,-95.475,-0.919,-1294,29,34,40
-20.404,-95.478,-0.908,-1311,18,18,26
-20.386,-95.485,-0.9,-1334,30,26,25
-20.367,-95.486,-0.98,-1306,23,19,20
-20.368,-95.491,-0.968,-1342,22,20,21
-20.347,-95.49,-0.967,-1347,20,18,21
-20.368,-95.492,-0.944,-1311,24,25,29
-20.348,-95.496,-0.943,-1319,24,23,29
-20.368,-95.49,-0.919,-1347,29,20,25
-20.367,-95.489,-0.907,-1337,29,20,25
-20.348,-95.494,-0.919,-1339,28,18,26
-20.348,-95.495,-0.907,-1340,28,18,26
-20.385,-95.48,-0.787,-1340,27,31,30
-20.498,-95.448,-0.783,-1368,54,63,68
-20.405,-95.481,-0.77,-1330,44,53,60
-20.424,-95.473,-0.762,-1385,33,41,52
-20.424,-95.472,-0.75,-1322,33,40,50
-20.386,-95.483,-0.766,-1337,30,38,40
-20.366,-95.485,-0.846,-1337,36,29,37
-20.348,-95.496,-0.848,-1316,52,46,56
-20.367,-95.488,-0.822,-1322,43,49,49
-20.348,-95.495,-0.824,-1317,53,57,60
-20.349,-95.499,-0.812,-1290,49,54,57
-20.367,-95.487,-0.786,-1386,27,28,33
-20.368,-95.49,-0.772,-1322,17,24,30
-20.348,-95.493,-0.763,-1334,24,29,35
-20.348,-95.495,-0.751,-1326,30,35,41
-20.404,-95.478,-0.59,-1337,42,37,41
-20.404,-95.478,-0.749,-1330,39,46,54
-20.498,-95.448,-0.746,-1419,53,50,41
-20.499,-95.449,-0.733,-1290,65,61,58
-20.499,-95.451,-0.709,-1437,60,58,61
-20.386,-95.482,-0.744,-1352,29,37,39
-20.424,-95.473,-0.725,-1312,32,36,47
-20.404,-95.478,-0.728,-1322,30,33,40
-20.386,-95.482,-0.732,-1334,34,34,36
-20.423,-95.47,-0.713,-1329,18,35,42
-20.423,-95.469,-0.688,-1342,13,34,37
-20.405,-95.48,-0.706,-1337,18,34,34
-20.386,-95.483,-0.71,-1339,24,28,27
-20.385,-95.478,-0.689,-1335,26,28,27
-20.498,-95.447,-0.672,-1340,54,49,53
-20.498,-95.446,-0.647,-1316,73,72,70
-20.498,-95.447,-0.635,-1317,72,74,71
-20.404,-95.475,-0.686,-1317,17,33,33
-20.424,-95.473,-0.664,-1301,20,27,33
-20.405,-95.482,-0.664,-1312,26,25,30
-20.386,-95.481,-0.666,-1285,31,22,27
-20.424,-95.471,-0.652,-1386,27,24,33
-20.404,-95.475,-0.654,-1327,33,22,30
-20.386,-95.485,-0.654,-1349,35,22,31
-20.329,-95.498,-0.73,-1339,28,28,36
-20.367,-95.489,-0.748,-1324,23,31,34
-20.367,-95.488,-0.723,-1360,41,36,42
-20.348,-95.494,-0.727,-1322,39,34,41
-20.367,-95.488,-0.712,-1324,36,31,35
-20.348,-95.495,-0.704,-1334,39,34,40
-20.348,-95.495,-0.691,-1352,37,31,35
-20.329,-95.499,-0.706,-1363,31,35,38
-20.368,-95.491,-0.687,-1308,34,29,33
-20.367,-95.489,-0.676,-1339,32,26,30
-20.348,-95.497,-0.655,-1330,33,32,40
-20.367,-95.488,-0.627,-1334,34,34,42
-20.348,-95.497,-0.632,-1280,31,35,44
-20.387,-95.486,-0.588,-1339,24,28,31
-20.404,-95.479,-0.57,-1330,42,48,48
-20.386,-95.484,-0.577,-1329,20,29,28
-20.404,-95.476,-0.548,-1327,32,43,39
-20.386,-95.481,-0.554,-1321,28,34,32
-20.329,-95.499,-0.597,-1365,23,24,29
-20.368,-95.49,-0.614,-1370,26,33,41
-20.348,-95.494,-0.607,-1329,11,24,30
-20.348,-95.497,-0.595,-1365,13,24,30
-20.367,-95.489,-0.553,-1353,39,33,37
-20.348,-95.493,-0.547,-1337,29,23,27
-20.311,-95.509,-0.315,-1349,30,27,34
-20.33,-95.504,-0.318,-1340,35,29,43
-20.311,-95.51,-0.497,-1373,56,47,50
-20.33,-95.504,-0.475,-1334,59,58,66
-20.33,-95.501,-0.45,-1306,24,33,38
-20.33,-95.503,-0.439,-1347,24,33,38
-20.311,-95.509,-0.472,-1334,55,56,60
-20.311,-95.507,-0.46,-1340,42,50,52
-20.311,-95.508,-0.436,-1358,23,33,32
-20.311,-95.507,-0.412,-1334,27,31,30
-20.311,-95.506,-0.399,-1365,31,31,29
-20.311,-95.507,-0.376,-1334,35,31,32
-20.311,-95.509,-0.303,-1403,38,33,40
-20.33,-95.504,-0.294,-1337,45,32,49
-20.22,-95.738,-0.303,-1547,36,38,33
-20.31,-95.504,-0.241,-1350,34,38,39
-20.311,-95.508,-0.217,-1329,29,28,33
-20.33,-95.501,-0.221,-1327,32,33,35
-20.311,-95.509,-0.205,-1344,29,28,33
-20.721,-95.367,-0.332,-1326,40,39,44
-20.722,-95.371,-0.319,-1275,40,39,44
-20.649,-95.403,-0.49,-1334,130,118,120
-20.705,-95.386,-0.459,-1398,50,90,92
-20.648,-95.397,-0.477,-1337,101,117,132
-20.666,-95.392,-0.491,-1330,101,80,89
-20.629,-95.408,-0.455,-1330,87,102,121
-20.647,-95.396,-0.44,-1350,41,56,63
-20.666,-95.396,-0.429,-1507,27,38,42
-20.686,-95.388,-0.417,-1398,32,30,41
-20.687,-95.389,-0.392,-1419,30,24,34
-20.648,-95.399,-0.377,-1322,29,34,38
-20.536,-95.436,-0.488,-1311,143,128,125
-20.516,-95.439,-0.449,-1283,46,65,63
-20.536,-95.439,-0.451,-1345,78,96,98
-20.592,-95.419,-0.493,-1335,47,52,56
-20.611,-95.413,-0.493,-1329,56,60,61
-20.61,-95.409,-0.469,-1340,44,53,62
-20.612,-95.416,-0.457,-1421,49,57,68
-20.573,-95.421,-0.449,-1360,34,41,51
-20.555,-95.428,-0.472,-1370,81,76,83
-20.535,-95.433,-0.476,-1319,117,125,127
-20.555,-95.43,-0.459,-1335,78,83,89
-20.535,-95.432,-0.439,-1335,69,84,81
-20.516,-95.439,-0.437,-1332,46,65,63
-20.516,-95.438,-0.4,-1342,35,33,36
-20.516,-95.437,-0.413,-1332,40,42,41
-20.554,-95.424,-0.435,-1362,37,48,44
-20.554,-95.427,-0.41,-1322,21,32,26
-20.554,-95.426,-0.398,-1326,19,30,26
-20.535,-95.432,-0.391,-1337,30,25,32
-20.516,-95.435,-0.376,-1342,32,22,33
-20.723,-95.375,-0.43,-1252,40,42,57
-20.722,-95.371,-0.392,-1260,33,23,31
-20.722,-95.372,-0.381,-1257,58,53,50
-20.628,-95.403,-0.361,-1329,23,33,35
-20.703,-95.379,-0.337,-1350,41,44,53
-20.628,-95.402,-0.313,-1339,44,44,36
-20.629,-95.407,-0.337,-1326,32,40,42
-20.666,-95.389,-0.318,-1344,22,28,42
-20.703,-95.379,-0.3,-1324,29,26,45
-20.703,-95.378,-0.312,-1337,32,30,51
-20.703,-95.379,-0.275,-1337,23,21,35
-20.703,-95.38,-0.264,-1342,28,28,36
-20.648,-95.398,-0.302,-1363,32,32,24
-20.686,-95.384,-0.292,-1317,30,29,45
-20.667,-95.392,-0.293,-1345,23,26,33
-20.628,-95.402,-0.302,-1326,39,35,26
-20.63,-95.409,-0.255,-1422,33,29,26
-20.686,-95.386,-0.28,-1337,25,25,35
-20.666,-95.391,-0.28,-1355,27,28,30
-20.686,-95.388,-0.254,-1329,23,25,22
-20.666,-95.39,-0.255,-1308,23,26,19
-20.648,-95.399,-0.278,-1317,31,27,18
-20.628,-95.4,-0.278,-1360,35,28,20
-20.648,-95.398,-0.265,-1355,31,27,18
-20.555,-95.43,-0.373,-1311,23,24,28
-20.517,-95.441,-0.314,-1439,37,42,36
-20.592,-95.418,-0.373,-1398,23,29,27
-20.61,-95.409,-0.352,-1335,23,28,22
-20.611,-95.413,-0.34,-1316,28,29,24
-20.61,-95.408,-0.317,-1350,45,34,38
-20.592,-95.418,-0.338,-1367,26,24,25
-20.591,-95.414,-0.314,-1340,40,28,40
-20.536,-95.437,-0.354,-1352,33,26,33
-20.536,-95.435,-0.342,-1380,33,29,30
-20.517,-95.44,-0.264,-1321,28,32,41
-20.592,-95.418,-0.302,-1340,43,35,50
-20.611,-95.411,-0.293,-1345,46,37,42
-20.611,-95.412,-0.282,-1312,40,32,30
-20.574,-95.424,-0.257,-1334,39,50,54
-20.516,-95.436,-0.277,-1339,25,31,31
-20.554,-95.423,-0.264,-1373,47,51,62
-20.536,-95.436,-0.256,-1303,40,44,55
-20.722,-95.37,-0.294,-1303,37,28,47
-20.722,-95.37,-0.282,-1330,33,24,45
-20.648,-95.398,-0.24,-1352,31,29,30
-20.686,-95.387,-0.242,-1442,26,26,26
-20.667,-95.394,-0.242,-1306,26,26,26
-20.63,-95.408,-0.195,-1381,24,27,32
-20.554,-95.424,-0.24,-1334,30,34,37
-20.516,-95.438,-0.24,-1344,44,45,49
-20.517,-95.441,-0.215,-1306,39,37,40
-20.517,-95.44,-0.203,-1345,39,37,40
-20.573,-95.42,-0.245,-1335,24,29,32
-20.61,-95.409,-0.235,-1332,37,37,39
-20.573,-95.422,-0.221,-1327,27,28,32
-20.592,-95.417,-0.216,-1358,23,26,31
-20.591,-95.412,-0.205,-1357,23,26,31
-20.573,-95.423,-0.197,-1321,23,26,31
-20.535,-95.433,-0.243,-1312,43,47,50
-20.535,-95.432,-0.219,-1353,40,40,40
-20.554,-95.427,-0.215,-1340,23,23,25
-20.535,-95.432,-0.206,-1355,33,31,34
-20.554,-95.425,-0.203,-1360,23,23,25
-20.404,-95.476,-0.317,-1339,21,32,34
-20.48,-95.453,-0.317,-1316,35,39,40
-20.404,-95.474,-0.496,-1321,121,77,90
-20.386,-95.483,-0.488,-1304,93,80,89
-20.404,-95.474,-0.474,-1358,142,163,180
-20.404,-95.477,-0.453,-1345,127,169,183
-20.386,-95.484,-0.432,-1322,33,48,53
-20.403,-95.47,-0.401,-1442,42,37,41
-20.386,-95.483,-0.378,-1330,43,34,39
-20.367,-95.486,-0.492,-1360,102,103,108
-20.348,-95.496,-0.499,-1412,69,68,64
-20.368,-95.494,-0.479,-1426,89,109,134
-20.348,-95.494,-0.475,-1403,72,84,108
-20.368,-95.492,-0.454,-1429,54,81,110
-20.368,-95.489,-0.429,-1332,27,45,49
-20.367,-95.489,-0.417,-1363,24,35,31
-20.348,-95.495,-0.415,-1330,25,35,34
-20.367,-95.488,-0.393,-1521,27,32,26
-20.387,-95.486,-0.28,-1335,24,27,32
-20.499,-95.449,-0.298,-1535,31,35,34
-20.478,-95.446,-0.293,-1357,37,39,38
-20.498,-95.447,-0.26,-1355,34,34,42
-20.479,-95.447,-0.256,-1414,37,36,42
-20.386,-95.481,-0.259,-1352,27,24,33
-20.348,-95.497,-0.355,-1414,35,34,42
-20.348,-95.495,-0.343,-1321,34,32,43
-20.349,-95.497,-0.319,-1350,44,41,50
-20.368,-95.489,-0.295,-1335,37,38,42
-20.348,-95.494,-0.295,-1347,46,40,50
-20.349,-95.499,-0.283,-1322,41,35,45
-20.368,-95.488,-0.259,-1358,30,27,36
-20.329,-95.497,-0.257,-1371,45,48,53
-20.387,-95.485,-0.236,-1434,30,29,35
-20.479,-95.449,-0.243,-1365,33,34,38
-20.498,-95.443,-0.222,-1340,42,42,44
-20.329,-95.499,-0.246,-1353,36,40,43
-20.349,-95.497,-0.235,-1355,39,40,45
-20.367,-95.488,-0.222,-1334,37,36,42
-20.348,-95.494,-0.223,-1368,38,37,43
-20.367,-95.488,-0.197,-1388,30,27,34
-20.348,-95.495,-0.198,-1309,27,24,31
-20.329,-95.499,-0.197,-1332,28,27,33
-20.348,-95.494,-0.186,-1349,22,22,30
-19.88,-95.832,-0.3,-1589,24,24,26
-19.863,-95.849,-0.294,-1652,23,23,25
-19.746,-95.859,-0.296,-1570,27,25,26
-19.746,-95.861,-0.283,-1581,27,25,26
-19.727,-95.866,-0.285,-1417,30,28,29
-19.638,-95.921,-0.281,-1711,21,22,26
-19.71,-95.878,-0.302,-1545,31,29,32
-19.729,-95.877,-0.297,-1486,29,27,28
-19.578,-95.916,-0.293,-1634,22,21,26
-19.543,-95.944,-0.283,-1697,22,22,24
-19.616,-95.909,-0.301,-1679,22,21,26
-19.581,-95.931,-0.281,-1632,22,21,26
-19.721,-95.836,-0.259,-1735,29,27,28
-19.768,-95.868,-0.239,-1452,23,23,23
-19.789,-95.875,-0.242,-1480,24,24,24
-19.768,-95.868,-0.226,-1548,23,23,23
-19.747,-95.867,-0.246,-1637,24,24,24
-19.747,-95.867,-0.221,-1545,24,24,24
-19.727,-95.866,-0.222,-1493,27,27,27
-19.746,-95.862,-0.196,-1499,24,24,24
-19.429,-95.968,-0.285,-1548,29,29,29
-19.429,-95.972,-0.297,-1584,30,30,30
-19.409,-95.974,-0.294,-1527,32,30,33
-19.463,-95.947,-0.302,-1653,21,23,20
-19.451,-95.986,-0.278,-1681,26,26,26
-16.165,-95.124,-1.044,-1517,76,59,75
-16.165,-95.125,-1.032,-1371,120,77,104
-16.183,-95.119,-1.03,-1411,118,80,105
-16.202,-95.111,-1.027,-1424,117,79,104
-16.015,-95.169,-1.045,-1424,112,74,99
-16.089,-95.14,-1.049,-1630,84,66,80
-16.109,-95.14,-1.044,-1471,81,65,78
-16.108,-95.139,-1.032,-1507,143,99,124
-16.054,-95.166,-1.049,-1499,93,72,87
-16.036,-95.17,-1.047,-1452,92,67,86
-16.238,-95.096,-1.027,-1488,103,64,91
-16.22,-95.101,-1.028,-1504,109,71,96
-16.422,-95.027,-0.872,-1478,52,68,93
-16.421,-95.023,-0.861,-1493,34,41,57
-16.403,-95.034,-0.871,-1550,43,59,82
-16.421,-95.023,-0.969,-1609,255,243,254
-16.439,-95.009,-0.968,-1611,255,245,254
-16.478,-95.012,-0.967,-1686,255,248,255
-16.477,-95.004,-0.955,-1530,255,250,255
-16.497,-95.007,-0.946,-1580,255,253,255
-16.44,-95.014,-0.956,-1547,255,255,255
-16.459,-95.013,-0.95,-1471,255,254,255
-16.459,-95.012,-0.938,-1507,255,255,255
-16.421,-95.024,-0.945,-1529,255,255,253
-16.403,-95.032,-0.956,-1645,253,253,253
-16.44,-95.018,-0.932,-1525,242,255,255
-16.459,-95.014,-0.913,-1506,183,231,255
-16.441,-95.022,-0.908,-1532,179,225,255
-16.441,-95.021,-0.896,-1524,81,132,177
-16.459,-95.012,-0.889,-1473,57,89,127
-16.458,-95.011,-0.877,-1540,57,89,127
-16.421,-95.024,-0.909,-1501,128,172,207
-16.423,-95.033,-0.933,-1445,244,255,255
-16.404,-95.039,-0.932,-1539,244,255,255
-16.404,-95.035,-0.908,-1534,175,220,253
-16.385,-95.042,-0.908,-1683,164,208,237
-16.386,-95.048,-0.897,-1570,70,118,154
-16.421,-95.023,-0.896,-1540,117,166,209
-16.402,-95.027,-0.895,-1573,78,127,168
-16.289,-95.05,-0.975,-1534,255,249,255
-16.332,-95.071,-0.967,-1553,255,246,254
-16.253,-95.068,-0.972,-1534,255,251,255
-16.312,-95.073,-0.968,-1578,255,251,255
-16.273,-95.073,-0.945,-1491,255,255,253
-16.253,-95.07,-0.948,-1614,248,254,254
-16.33,-95.06,-0.955,-1530,255,255,255
-16.348,-95.053,-0.967,-1547,255,249,255
-16.348,-95.051,-0.955,-1609,254,254,254
-16.271,-95.057,-0.969,-1548,255,251,255
-16.31,-95.061,-0.955,-1642,252,252,252
-16.291,-95.06,-0.951,-1493,254,254,254
-16.331,-95.07,-0.931,-1539,247,255,255
-16.313,-95.076,-0.932,-1560,244,255,255
-16.331,-95.07,-0.895,-1555,67,117,142
-16.313,-95.075,-0.895,-1504,84,134,157
-16.254,-95.074,-0.936,-1511,248,254,254
-16.312,-95.072,-0.908,-1550,91,136,155
-16.272,-95.067,-0.908,-1530,142,189,205
-16.253,-95.07,-0.912,-1514,72,119,135
-16.253,-95.068,-0.887,-1635,30,62,75
-16.33,-95.061,-0.907,-1540,170,212,234
-16.368,-95.053,-0.932,-1568,246,255,255
-16.348,-95.051,-0.931,-1571,243,254,255
-16.348,-95.05,-0.908,-1588,183,225,250
-16.366,-95.045,-0.908,-1602,112,153,181
-16.367,-95.048,-0.896,-1634,106,155,188
-16.348,-95.052,-0.896,-1706,63,112,142
-16.271,-95.06,-0.933,-1501,225,240,245
-16.289,-95.052,-0.926,-1627,245,255,255
-16.291,-95.06,-0.915,-1562,172,217,236
-16.29,-95.056,-0.89,-1525,46,78,91
